iteration, error, time, P-term, I-term, D-term, left PWM, right PWM
0, 111, 2362.0, 2.22, 0, 0, 30, 27.78
1, 120, 7457.0, 2.4, 0, 0, 30, 27.6
2, 102, 12660.0, 2.04, 0, 0, 30, 27.96
3, 134, 17541.0, 2.68, 0, 0, 30, 27.32
4, 132, 22658.0, 2.64, 0, 0, 30, 27.36
5, 99, 27736.0, 1.98, 0, 0, 30, 28.02
6, 0, 32830.0, 0.0, 0, 0, 30, 30.0
7, 0, 38066.0, 0.0, 0, 0, 30, 30.0
8, 0, 43040.0, 0.0, 0, 0, 30, 30.0
9, 120, 48156.0, 2.4, 0, 0, 30, 27.6
10, 132, 53254.0, 2.64, 0, 0, 30, 27.36
11, 97, 58371.0, 1.94, 0, 0, 30, 28.06
12, 149, 63513.0, 2.98, 0, 0, 30, 27.02
13, 169, 68574.0, 3.38, 0, 0, 30, 26.62
14, 48, 73681.0, 0.96, 0, 0, 30, 29.04
15, 0, 78526.0, 0.0, 0, 0, 30, 30.0
16, -84, 83521.0, -1.68, 0, 0, 28.32, 30
17, -69, 88636.0, -1.38, 0, 0, 28.62, 30
18, 0, 93703.0, 0.0, 0, 0, 30, 30.0
19, -4, 98791.0, -0.08, 0, 0, 29.92, 30
20, -131, 103934.0, -2.62, 0, 0, 27.38, 30
21, -101, 108978.0, -2.02, 0, 0, 27.98, 30
22, -10, 114068.0, -0.2, 0, 0, 29.8, 30
23, -61, 119365.0, -1.22, 0, 0, 28.78, 30
24, -165, 124279.0, -3.3, 0, 0, 26.7, 30
25, -124, 129341.0, -2.48, 0, 0, 27.52, 30
26, 120, 134486.0, 2.4, 0, 0, 30, 27.6
27, -152, 139504.0, -3.04, 0, 0, 26.96, 30
28, -107, 144594.0, -2.14, 0, 0, 27.86, 30
29, 53, 149711.0, 1.06, 0, 0, 30, 28.94
30, -55, 154809.0, -1.1, 0, 0, 28.9, 30
31, 37, 159874.0, 0.74, 0, 0, 30, 29.26
32, 125, 164948.0, 2.5, 0, 0, 30, 27.5
33, 97, 170022.0, 1.94, 0, 0, 30, 28.06
34, -130, 175190.0, -2.6, 0, 0, 27.4, 30
35, -79, 180209.0, -1.58, 0, 0, 28.42, 30
36, 52, 185332.0, 1.04, 0, 0, 30, 28.96
37, 141, 190401.0, 2.82, 0, 0, 30, 27.18
38, -14, 195454.0, -0.28, 0, 0, 29.72, 30
39, -36, 200564.0, -0.72, 0, 0, 29.28, 30
40, 105, 205695.0, 2.1, 0, 0, 30, 27.9
41, -166, 210738.0, -3.32, 0, 0, 26.68, 30
42, 137, 215829.0, 2.74, 0, 0, 30, 27.26
43, 309, 220910.0, 6.18, 0, 0, 30, 23.82
44, 326, 225986.0, 6.52, 0, 0, 30, 23.48
45, 149, 231075.0, 2.98, 0, 0, 30, 27.02
46, 212, 236159.0, 4.24, 0, 0, 30, 25.76
47, 265, 241242.0, 5.3, 0, 0, 30, 24.7
48, 212, 246340.0, 4.24, 0, 0, 30, 25.76
49, 151, 251412.0, 3.02, 0, 0, 30, 26.98
50, -118, 256505.0, -2.36, 0, 0, 27.64, 30
51, -51, 261588.0, -1.02, 0, 0, 28.98, 30
52, -67, 266676.0, -1.34, 0, 0, 28.66, 30
53, -95, 271768.0, -1.9, 0, 0, 28.1, 30
54, -100, 276852.0, -2.0, 0, 0, 28.0, 30
55, -106, 281947.0, -2.12, 0, 0, 27.88, 30
56, -90, 287124.0, -1.8, 0, 0, 28.2, 30
57, 13, 292114.0, 0.26, 0, 0, 30, 29.74
58, 20, 297201.0, 0.4, 0, 0, 30, 29.6
59, -62, 302308.0, -1.24, 0, 0, 28.76, 30
60, -245, 307379.0, -4.9, 0, 0, 25.1, 30
61, -113, 312477.0, -2.26, 0, 0, 27.74, 30
62, 8, 317556.0, 0.16, 0, 0, 30, 29.84
63, -93, 322654.0, -1.86, 0, 0, 28.14, 30
64, -167, 327738.0, -3.34, 0, 0, 26.66, 30
65, -212, 332823.0, -4.24, 0, 0, 25.76, 30
66, -179, 337904.0, -3.58, 0, 0, 26.42, 30
67, -172, 343003.0, -3.44, 0, 0, 26.56, 30
68, -187, 348077.0, -3.74, 0, 0, 26.26, 30
69, -229, 353337.0, -4.58, 0, 0, 25.42, 30
70, -192, 358295.0, -3.84, 0, 0, 26.16, 30
71, -218, 363372.0, -4.36, 0, 0, 25.64, 30
72, -389, 368449.0, -7.78, 0, 0, 22.22, 30
73, -402, 373551.0, -8.04, 0, 0, 21.96, 30
74, -383, 378645.0, -7.66, 0, 0, 22.34, 30
75, -146, 383840.0, -2.92, 0, 0, 27.08, 30
76, -277, 388809.0, -5.54, 0, 0, 24.46, 30
77, -146, 393939.0, -2.92, 0, 0, 27.08, 30
78, -282, 399002.0, -5.64, 0, 0, 24.36, 30
79, -327, 404112.0, -6.54, 0, 0, 23.46, 30
80, -333, 409355.0, -6.66, 0, 0, 23.34, 30
81, -253, 414295.0, -5.06, 0, 0, 24.94, 30
82, -411, 419633.0, -8.22, 0, 0, 21.78, 30
83, -217, 424479.0, -4.34, 0, 0, 25.66, 30
84, -133, 429742.0, -2.66, 0, 0, 27.34, 30
85, -172, 434822.0, -3.44, 0, 0, 26.56, 30
86, -59, 439724.0, -1.18, 0, 0, 28.82, 30
87, -69, 445068.0, -1.38, 0, 0, 28.62, 30
88, -90, 449893.0, -1.8, 0, 0, 28.2, 30
89, -110, 454995.0, -2.2, 0, 0, 27.8, 30
90, -94, 460273.0, -1.88, 0, 0, 28.12, 30
91, -110, 465160.0, -2.2, 0, 0, 27.8, 30
92, -335, 470243.0, -6.7, 0, 0, 23.3, 30
93, -315, 475369.0, -6.3, 0, 0, 23.7, 30
94, -234, 480425.0, -4.68, 0, 0, 25.32, 30
95, -173, 485509.0, -3.46, 0, 0, 26.54, 30
96, -7, 490600.0, -0.14, 0, 0, 29.86, 30
97, -8, 495720.0, -0.16, 0, 0, 29.84, 30
98, -1, 500767.0, -0.02, 0, 0, 29.98, 30
99, 0, 505865.0, 0.0, 0, 0, 30, 30.0
100, -83, 510988.0, -1.66, 0, 0, 28.34, 30
101, 5, 516045.0, 0.1, 0, 0, 30, 29.9
102, -24, 521135.0, -0.48, 0, 0, 29.52, 30
103, 80, 526231.0, 1.6, 0, 0, 30, 28.4
104, -81, 531315.0, -1.62, 0, 0, 28.38, 30
105, -84, 536406.0, -1.68, 0, 0, 28.32, 30
106, 481, 541490.0, 9.62, 0, 0, 30, 20.38
107, 288, 546595.0, 5.76, 0, 0, 30, 24.24
108, 80, 551687.0, 1.6, 0, 0, 30, 28.4
109, 77, 556772.0, 1.54, 0, 0, 30, 28.46
110, 72, 561845.0, 1.44, 0, 0, 30, 28.56
111, 246, 566973.0, 4.92, 0, 0, 30, 25.08
112, 185, 572028.0, 3.7, 0, 0, 30, 26.3
113, 65, 577122.0, 1.3, 0, 0, 30, 28.7
114, 56, 582214.0, 1.12, 0, 0, 30, 28.88
115, 291, 587285.0, 5.82, 0, 0, 30, 24.18
116, 146, 592372.0, 2.92, 0, 0, 30, 27.08
117, 166, 597459.0, 3.32, 0, 0, 30, 26.68
118, -4, 602544.0, -0.08, 0, 0, 29.92, 30
119, 55, 607648.0, 1.1, 0, 0, 30, 28.9
120, 166, 612726.0, 3.32, 0, 0, 30, 26.68
121, -42, 617813.0, -0.84, 0, 0, 29.16, 30
122, 80, 622913.0, 1.6, 0, 0, 30, 28.4
123, -73, 627977.0, -1.46, 0, 0, 28.54, 30
124, -63, 633088.0, -1.26, 0, 0, 28.74, 30
125, -195, 638176.0, -3.9, 0, 0, 26.1, 30
126, -254, 643246.0, -5.08, 0, 0, 24.92, 30
127, 95, 648346.0, 1.9, 0, 0, 30, 28.1
128, 0, 653412.0, 0.0, 0, 0, 30, 30.0
129, -45, 658515.0, -0.9, 0, 0, 29.1, 30
130, 110, 663605.0, 2.2, 0, 0, 30, 27.8
131, 103, 668679.0, 2.06, 0, 0, 30, 27.94
132, 39, 673760.0, 0.78, 0, 0, 30, 29.22
133, 14, 678864.0, 0.28, 0, 0, 30, 29.72
134, 116, 683965.0, 2.32, 0, 0, 30, 27.68
135, 109, 689020.0, 2.18, 0, 0, 30, 27.82
136, 161, 694162.0, 3.22, 0, 0, 30, 26.78
137, 333, 699195.0, 6.66, 0, 0, 30, 23.34
138, 228, 704302.0, 4.56, 0, 0, 30, 25.44
139, 114, 709372.0, 2.28, 0, 0, 30, 27.72
140, 118, 714497.0, 2.36, 0, 0, 30, 27.64
141, 153, 719568.0, 3.06, 0, 0, 30, 26.94
142, 309, 724639.0, 6.18, 0, 0, 30, 23.82
143, 385, 729723.0, 7.7, 0, 0, 30, 22.3
144, 235, 734852.0, 4.7, 0, 0, 30, 25.3
145, 350, 739903.0, 7.0, 0, 0, 30, 23.0
146, 546, 745018.0, 10.92, 0, 0, 30, 19.08
147, 516, 750086.0, 10.32, 0, 0, 30, 19.68
148, 466, 755154.0, 9.32, 0, 0, 30, 20.68
149, 428, 760244.0, 8.56, 0, 0, 30, 21.44
150, 523, 765365.0, 10.46, 0, 0, 30, 19.54
151, 364, 770413.0, 7.28, 0, 0, 30, 22.72
152, 325, 775550.0, 6.5, 0, 0, 30, 23.5
153, 453, 780606.0, 9.06, 0, 0, 30, 20.94
154, 538, 785698.0, 10.76, 0, 0, 30, 19.24
155, 443, 790847.0, 8.86, 0, 0, 30, 21.14
156, 352, 795892.0, 7.04, 0, 0, 30, 22.96
157, 437, 800972.0, 8.74, 0, 0, 30, 21.26
158, 466, 806077.0, 9.32, 0, 0, 30, 20.68
159, 481, 811145.0, 9.62, 0, 0, 30, 20.38
160, 557, 816231.0, 11.14, 0, 0, 30, 18.86
161, 536, 821318.0, 10.72, 0, 0, 30, 19.28
162, 487, 826413.0, 9.74, 0, 0, 30, 20.26
163, 489, 831511.0, 9.78, 0, 0, 30, 20.22
164, 386, 836578.0, 7.72, 0, 0, 30, 22.28
165, 407, 841673.0, 8.14, 0, 0, 30, 21.86
166, 340, 846768.0, 6.8, 0, 0, 30, 23.2
167, 583, 851836.0, 11.66, 0, 0, 30, 18.34
168, 445, 856926.0, 8.9, 0, 0, 30, 21.1
169, 535, 862023.0, 10.7, 0, 0, 30, 19.3
170, 491, 867103.0, 9.82, 0, 0, 30, 20.18
171, 385, 872179.0, 7.7, 0, 0, 30, 22.3
172, 321, 877264.0, 6.42, 0, 0, 30, 23.58
173, 334, 882361.0, 6.68, 0, 0, 30, 23.32
174, 151, 887463.0, 3.02, 0, 0, 30, 26.98
175, 227, 892524.0, 4.54, 0, 0, 30, 25.46
176, 236, 897618.0, 4.72, 0, 0, 30, 25.28
177, 102, 902730.0, 2.04, 0, 0, 30, 27.96
178, 62, 907798.0, 1.24, 0, 0, 30, 28.76
179, -72, 912883.0, -1.44, 0, 0, 28.56, 30
180, 205, 917981.0, 4.1, 0, 0, 30, 25.9
181, 265, 923050.0, 5.3, 0, 0, 30, 24.7
182, 175, 928148.0, 3.5, 0, 0, 30, 26.5
183, 62, 933229.0, 1.24, 0, 0, 30, 28.76
184, 56, 938319.0, 1.12, 0, 0, 30, 28.88
185, -83, 943428.0, -1.66, 0, 0, 28.34, 30
186, 46, 948560.0, 0.92, 0, 0, 30, 29.08
187, 51, 953594.0, 1.02, 0, 0, 30, 28.98
188, -114, 958699.0, -2.28, 0, 0, 27.72, 30
189, -231, 963762.0, -4.62, 0, 0, 25.38, 30
190, -346, 968854.0, -6.92, 0, 0, 23.08, 30
191, -344, 973976.0, -6.88, 0, 0, 23.12, 30
192, -405, 979022.0, -8.1, 0, 0, 21.9, 30
193, -472, 984129.0, -9.44, 0, 0, 20.56, 30
194, -491, 989198.0, -9.82, 0, 0, 20.18, 30
195, -342, 994284.0, -6.84, 0, 0, 23.16, 30
196, -452, 999388.0, -9.04, 0, 0, 20.96, 30
197, -484, 1004485.0, -9.68, 0, 0, 20.32, 30
198, -506, 1009786.0, -10.12, 0, 0, 19.88, 30
199, -503, 1014752.0, -10.06, 0, 0, 19.94, 30
200, -500, 1019905.0, -10.0, 0, 0, 20.0, 30
201, -500, 1024840.0, -10.0, 0, 0, 20.0, 30
202, -430, 1029929.0, -8.6, 0, 0, 21.4, 30
203, -502, 1035050.0, -10.04, 0, 0, 19.96, 30
204, -565, 1040100.0, -11.3, 0, 0, 18.7, 30
205, -553, 1045415.0, -11.06, 0, 0, 18.94, 30
206, -475, 1050270.0, -9.5, 0, 0, 20.5, 30
207, -441, 1055410.0, -8.82, 0, 0, 21.18, 30
208, -600, 1060639.0, -12.0, 0, 0, 18.0, 30
209, -491, 1065535.0, -9.82, 0, 0, 20.18, 30
210, -430, 1070641.0, -8.6, 0, 0, 21.4, 30
211, -438, 1075923.0, -8.76, 0, 0, 21.24, 30
212, -535, 1080806.0, -10.7, 0, 0, 19.3, 30
213, -541, 1085904.0, -10.82, 0, 0, 19.18, 30
214, -592, 1090986.0, -11.84, 0, 0, 18.16, 30
215, -554, 1096376.0, -11.08, 0, 0, 18.92, 30
216, -551, 1101153.0, -11.02, 0, 0, 18.98, 30
217, -550, 1106240.0, -11.0, 0, 0, 19.0, 30
218, -563, 1111354.0, -11.26, 0, 0, 18.74, 30
219, -567, 1116429.0, -11.34, 0, 0, 18.66, 30
220, -552, 1121513.0, -11.04, 0, 0, 18.96, 30
221, -551, 1126632.0, -11.02, 0, 0, 18.98, 30
222, -489, 1131690.0, -9.78, 0, 0, 20.22, 30
223, -616, 1136784.0, -12.32, 0, 0, 17.68, 30
224, -589, 1141877.0, -11.78, 0, 0, 18.22, 30
225, -545, 1146946.0, -10.9, 0, 0, 19.1, 30
226, -540, 1152043.0, -10.8, 0, 0, 19.2, 30
227, -534, 1157270.0, -10.68, 0, 0, 19.32, 30
228, -582, 1162300.0, -11.64, 0, 0, 18.36, 30
229, -495, 1167399.0, -9.9, 0, 0, 20.1, 30
230, -482, 1172469.0, -9.64, 0, 0, 20.36, 30
231, -462, 1177563.0, -9.24, 0, 0, 20.76, 30
232, -481, 1182754.0, -9.62, 0, 0, 20.38, 30
233, -383, 1187739.0, -7.66, 0, 0, 22.34, 30
234, -424, 1192825.0, -8.48, 0, 0, 21.52, 30
235, -506, 1197938.0, -10.12, 0, 0, 19.88, 30
236, -456, 1203196.0, -9.12, 0, 0, 20.88, 30
237, -466, 1208104.0, -9.32, 0, 0, 20.68, 30
238, -489, 1213232.0, -9.78, 0, 0, 20.22, 30
239, -550, 1218447.0, -11.0, 0, 0, 19.0, 30
240, -498, 1223370.0, -9.96, 0, 0, 20.04, 30
241, -499, 1228455.0, -9.98, 0, 0, 20.02, 30
242, -497, 1233538.0, -9.94, 0, 0, 20.06, 30
243, -432, 1238634.0, -8.64, 0, 0, 21.36, 30
244, -337, 1243707.0, -6.74, 0, 0, 23.26, 30
245, -363, 1248984.0, -7.26, 0, 0, 22.74, 30
246, -359, 1253927.0, -7.18, 0, 0, 22.82, 30
247, -349, 1258972.0, -6.98, 0, 0, 23.02, 30
248, -250, 1264280.0, -5.0, 0, 0, 25.0, 30
249, -83, 1269148.0, -1.66, 0, 0, 28.34, 30
250, 53, 1274271.0, 1.06, 0, 0, 30, 28.94
251, -35, 1279400.0, -0.7, 0, 0, 29.3, 30
252, 264, 1284416.0, 5.28, 0, 0, 30, 24.72
253, 202, 1289501.0, 4.04, 0, 0, 30, 25.96
254, 116, 1294596.0, 2.32, 0, 0, 30, 27.68
255, 54, 1299674.0, 1.08, 0, 0, 30, 28.92
256, -133, 1304794.0, -2.66, 0, 0, 27.34, 30
257, -51, 1309859.0, -1.02, 0, 0, 28.98, 30
258, -5, 1314945.0, -0.1, 0, 0, 29.9, 30
259, 234, 1320019.0, 4.68, 0, 0, 30, 25.32
260, 172, 1325129.0, 3.44, 0, 0, 30, 26.56
261, 219, 1330376.0, 4.38, 0, 0, 30, 25.62
262, 394, 1335326.0, 7.88, 0, 0, 30, 22.12
263, 439, 1340358.0, 8.78, 0, 0, 30, 21.22
264, 548, 1345468.0, 10.96, 0, 0, 30, 19.04
265, 493, 1350545.0, 9.86, 0, 0, 30, 20.14
266, 449, 1355750.0, 8.98, 0, 0, 30, 21.02
267, 376, 1360723.0, 7.52, 0, 0, 30, 22.48
268, 502, 1365839.0, 10.04, 0, 0, 30, 19.96
269, 498, 1370898.0, 9.96, 0, 0, 30, 20.04
270, 560, 1376012.0, 11.2, 0, 0, 30, 18.8
271, 571, 1381086.0, 11.42, 0, 0, 30, 18.58
272, 543, 1386172.0, 10.86, 0, 0, 30, 19.14
273, 591, 1391292.0, 11.82, 0, 0, 30, 18.18
274, 522, 1396563.0, 10.44, 0, 0, 30, 19.56
275, 533, 1401426.0, 10.66, 0, 0, 30, 19.34
276, 412, 1406529.0, 8.24, 0, 0, 30, 21.76
277, 578, 1411615.0, 11.56, 0, 0, 30, 18.44
278, 531, 1416699.0, 10.62, 0, 0, 30, 19.38
279, 684, 1421812.0, 13.68, 0, 0, 30, 16.32
280, 670, 1426869.0, 13.4, 0, 0, 30, 16.6
281, 881, 1431961.0, 17.62, 0, 0, 30, 12.38
282, 896, 1437055.0, 17.92, 0, 0, 30, 12.08
283, 760, 1442145.0, 15.2, 0, 0, 30, 14.8
284, 758, 1447244.0, 15.16, 0, 0, 30, 14.84
285, 687, 1452449.0, 13.74, 0, 0, 30, 16.26
286, 502, 1457414.0, 10.04, 0, 0, 30, 19.96
287, 647, 1462660.0, 12.94, 0, 0, 30, 17.06
288, 550, 1467565.0, 11.0, 0, 0, 30, 19.0
289, 751, 1472661.0, 15.02, 0, 0, 30, 14.98
290, 721, 1477763.0, 14.42, 0, 0, 30, 15.58
291, 756, 1482862.0, 15.12, 0, 0, 30, 14.88
292, 963, 1487934.0, 19.26, 0, 0, 30, 10.74
293, 752, 1493004.0, 15.04, 0, 0, 30, 14.96
294, 733, 1498091.0, 14.66, 0, 0, 30, 15.34
295, 668, 1503190.0, 13.36, 0, 0, 30, 16.64
296, 553, 1508269.0, 11.06, 0, 0, 30, 18.94
297, 581, 1513359.0, 11.62, 0, 0, 30, 18.38
298, 878, 1518454.0, 17.56, 0, 0, 30, 12.44
299, 1000, 1523512.0, 20.0, 0, 0, 30, 10.0
300, 794, 1528614.0, 15.88, 0, 0, 30, 14.12
301, 952, 1533703.0, 19.04, 0, 0, 30, 10.96
302, 981, 1538785.0, 19.62, 0, 0, 30, 10.38
303, 830, 1543907.0, 16.6, 0, 0, 30, 13.4
304, 775, 1549049.0, 15.5, 0, 0, 30, 14.5
305, 765, 1554088.0, 15.3, 0, 0, 30, 14.7
306, 818, 1559178.0, 16.36, 0, 0, 30, 13.64
307, 787, 1564255.0, 15.74, 0, 0, 30, 14.26
308, 713, 1569336.0, 14.26, 0, 0, 30, 15.74
309, 705, 1574468.0, 14.1, 0, 0, 30, 15.9
310, 726, 1579508.0, 14.52, 0, 0, 30, 15.48
311, 555, 1584681.0, 11.1, 0, 0, 30, 18.9
312, 397, 1589705.0, 7.94, 0, 0, 30, 22.06
313, 441, 1594849.0, 8.82, 0, 0, 30, 21.18
314, 566, 1599864.0, 11.32, 0, 0, 30, 18.68
315, 454, 1604947.0, 9.08, 0, 0, 30, 20.92
316, 401, 1610043.0, 8.02, 0, 0, 30, 21.98
317, 378, 1615173.0, 7.56, 0, 0, 30, 22.44
318, 474, 1620217.0, 9.48, 0, 0, 30, 20.52
319, 366, 1625359.0, 7.32, 0, 0, 30, 22.68
320, 235, 1630425.0, 4.7, 0, 0, 30, 25.3
321, 313, 1635482.0, 6.26, 0, 0, 30, 23.74
322, 313, 1640577.0, 6.26, 0, 0, 30, 23.74
323, 284, 1645709.0, 5.68, 0, 0, 30, 24.32
324, 320, 1650762.0, 6.4, 0, 0, 30, 23.6
325, 333, 1656013.0, 6.66, 0, 0, 30, 23.34
326, 276, 1660930.0, 5.52, 0, 0, 30, 24.48
327, 209, 1666022.0, 4.18, 0, 0, 30, 25.82
328, 344, 1671111.0, 6.88, 0, 0, 30, 23.12
329, 15, 1676178.0, 0.3, 0, 0, 30, 29.7
330, -3, 1681266.0, -0.06, 0, 0, 29.94, 30
331, 35, 1686383.0, 0.7, 0, 0, 30, 29.3
332, -66, 1691447.0, -1.32, 0, 0, 28.68, 30
333, -85, 1696533.0, -1.7, 0, 0, 28.3, 30
334, -335, 1701615.0, -6.7, 0, 0, 23.3, 30
335, -414, 1706728.0, -8.28, 0, 0, 21.72, 30
336, -336, 1711807.0, -6.72, 0, 0, 23.28, 30
337, -455, 1716882.0, -9.1, 0, 0, 20.9, 30
338, -442, 1721976.0, -8.84, 0, 0, 21.16, 30
339, -344, 1727186.0, -6.88, 0, 0, 23.12, 30
340, -391, 1732174.0, -7.82, 0, 0, 22.18, 30
341, -444, 1737238.0, -8.88, 0, 0, 21.12, 30
342, -449, 1742343.0, -8.98, 0, 0, 21.02, 30
343, -486, 1747418.0, -9.72, 0, 0, 20.28, 30
344, -458, 1752514.0, -9.16, 0, 0, 20.84, 30
345, -467, 1757593.0, -9.34, 0, 0, 20.66, 30
346, -406, 1762698.0, -8.12, 0, 0, 21.88, 30
347, -485, 1767773.0, -9.7, 0, 0, 20.3, 30
348, -515, 1772860.0, -10.3, 0, 0, 19.7, 30
349, -455, 1777944.0, -9.1, 0, 0, 20.9, 30
350, -466, 1783247.0, -9.32, 0, 0, 20.68, 30
351, -673, 1788126.0, -13.46, 0, 0, 16.54, 30
352, -1231, 1793374.0, -24.62, 0, 0, 5.38, 30
353, -1200, 1798459.0, -24.0, 0, 0, 6.0, 30
354, -1493, 1803546.0, -29.86, 0, 0, 0.14, 30
355, -1458, 1808851.0, -29.16, 0, 0, 0.84, 30
356, -1499, 1813726.0, -29.98, 0, 0, 0.02, 30
357, -1500, 1818809.0, -30.0, 0, 0, 0.0, 30
358, -1502, 1823995.0, -30.04, 0, 0, 0, 30
359, -1501, 1829164.0, -30.02, 0, 0, 0, 30
360, -1500, 1834058.0, -30.0, 0, 0, 0.0, 30
361, -1503, 1839152.0, -30.06, 0, 0, 0, 30
362, -1501, 1844268.0, -30.02, 0, 0, 0, 30
363, -1499, 1849324.0, -29.98, 0, 0, 0.02, 30
364, -1500, 1854586.0, -30.0, 0, 0, 0.0, 30
365, -1500, 1859493.0, -30.0, 0, 0, 0.0, 30
366, -1313, 1864609.0, -26.26, 0, 0, 3.74, 30
367, -1500, 1869683.0, -30.0, 0, 0, 0.0, 30
368, -1499, 1874800.0, -29.98, 0, 0, 0.02, 30
369, -1501, 1879838.0, -30.02, 0, 0, 0, 30
370, -1494, 1884939.0, -29.88, 0, 0, 0.12, 30
371, -1491, 1890016.0, -29.82, 0, 0, 0.18, 30
372, -1480, 1895119.0, -29.6, 0, 0, 0.4, 30
373, -1434, 1900205.0, -28.68, 0, 0, 1.32, 30
374, -1128, 1905336.0, -22.56, 0, 0, 7.44, 30
375, -1011, 1910393.0, -20.22, 0, 0, 9.78, 30
376, -1090, 1915469.0, -21.8, 0, 0, 8.2, 30
377, -862, 1920551.0, -17.24, 0, 0, 12.76, 30
378, -614, 1925696.0, -12.28, 0, 0, 17.72, 30
379, -759, 1930730.0, -15.18, 0, 0, 14.82, 30
380, -749, 1935825.0, -14.98, 0, 0, 15.02, 30
381, -750, 1940903.0, -15.0, 0, 0, 15.0, 30
382, -620, 1945991.0, -12.4, 0, 0, 17.6, 30
383, -691, 1951093.0, -13.82, 0, 0, 16.18, 30
384, -865, 1956162.0, -17.3, 0, 0, 12.7, 30
385, -675, 1961256.0, -13.5, 0, 0, 16.5, 30
386, -549, 1966352.0, -10.98, 0, 0, 19.02, 30
387, -448, 1971422.0, -8.96, 0, 0, 21.04, 30
388, -381, 1976508.0, -7.62, 0, 0, 22.38, 30
389, -378, 1981600.0, -7.56, 0, 0, 22.44, 30
390, -491, 1986689.0, -9.82, 0, 0, 20.18, 30
391, -434, 1991765.0, -8.68, 0, 0, 21.32, 30
392, -416, 1996851.0, -8.32, 0, 0, 21.68, 30
393, -256, 2001945.0, -5.12, 0, 0, 24.88, 30
394, -39, 2007048.0, -0.78, 0, 0, 29.22, 30
395, 140, 2012124.0, 2.8, 0, 0, 30, 27.2
396, 91, 2017295.0, 1.82, 0, 0, 30, 28.18
397, 305, 2022317.0, 6.1, 0, 0, 30, 23.9
398, 84, 2027385.0, 1.68, 0, 0, 30, 28.32
399, 109, 2032472.0, 2.18, 0, 0, 30, 27.82
400, 181, 2037556.0, 3.62, 0, 0, 30, 26.38
401, 349, 2042652.0, 6.98, 0, 0, 30, 23.02
402, 314, 2047732.0, 6.28, 0, 0, 30, 23.72
403, 391, 2052815.0, 7.82, 0, 0, 30, 22.18
404, 439, 2057907.0, 8.78, 0, 0, 30, 21.22
405, 335, 2063010.0, 6.7, 0, 0, 30, 23.3
406, 409, 2068081.0, 8.18, 0, 0, 30, 21.82
407, 388, 2073340.0, 7.76, 0, 0, 30, 22.24
408, 329, 2078280.0, 6.58, 0, 0, 30, 23.42
409, 482, 2083388.0, 9.64, 0, 0, 30, 20.36
410, 458, 2088442.0, 9.16, 0, 0, 30, 20.84
